평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),합계 일사량(MJ/m2),일 최심신적설(cm),평균 전운량(1/10),합계 대형증발량(mm),피해면적_등급
21.7,0.0,1.1,81.4,20.6,997.2,0.0,0.0,4.8,0.0,0
24.3,0.0,1.2,82.0,24.4,1009.7,18.05,0.0,7.9,3.4,0
24.1,14.1,6.8,96.1,28.8,1002.8,2.01,0.0,10.0,0.7,0
17.2,0.0,1.6,75.3,14.5,980.1,0.0,0.0,8.8,0.0,0
22.1,0.0,3.8,69.4,18.3,1012.6,18.27,0.0,6.0,3.6,0
20.8,1.6,0.7,83.8,20.5,1009.1,6.77,0.0,7.9,1.0,0
19.2,8.6,1.3,89.3,19.7,990.2,0.0,0.0,9.1,0.0,0
21.5,0.0,0.6,77.9,19.4,1005.9,0.0,0.0,1.8,0.0,0
20.9,0.0,0.6,81.4,19.8,1003.1,0.0,0.0,8.5,0.0,0
23.3,9.4,3.7,82.8,23.6,1003.6,0.0,0.0,6.8,0.0,0
23.7,0.0,1.2,80.9,23.4,1004.2,0.0,0.0,2.1,0.0,0
17.5,0.0,1.4,74.1,14.5,981.4,0.0,0.0,8.3,0.0,0
19.4,0.0,0.8,82.5,18.1,1019.5,0.0,0.0,4.5,0.0,0
21.5,0.0,1.6,70.9,18.0,1014.1,14.13,0.0,7.4,2.7,0
22.9,0.0,2.2,57.8,15.9,1012.1,14.62,0.0,7.5,3.4,0
19.2,0.5,1.4,76.6,16.7,1001.1,14.74,0.0,8.0,2.5,0
21.7,0.2,0.5,83.4,21.5,1010.1,10.13,0.0,7.3,1.7,0
21.6,5.0,3.2,97.4,25.0,982.6,2.65,0.0,9.8,0.6,0
19.9,0.0,1.3,84.8,19.3,1006.5,19.61,0.0,0.4,3.3,0
20.3,0.1,0.8,83.0,19.4,1008.8,0.0,0.0,3.4,0.0,0
19.6,0.1,1.5,76.6,16.8,993.4,0.0,0.0,1.3,0.0,0
20.4,0.0,0.9,75.0,16.5,1000.0,0.0,0.0,5.4,0.0,0
24.1,0.0,2.6,85.1,25.1,1020.7,18.43,0.0,5.1,3.5,0
25.7,0.0,1.9,75.9,25.2,1018.6,18.33,0.0,2.5,3.5,0
19.1,4.1,1.3,91.0,19.9,1015.4,0.0,0.0,9.5,0.0,0
20.6,0.0,1.0,89.3,21.3,1002.5,10.69,0.0,5.3,1.9,0
19.3,1.8,1.5,80.5,18.0,1012.6,3.83,0.0,9.5,1.2,0
21.7,0.0,1.0,84.9,21.6,1001.3,0.0,0.0,3.6,0.0,0
22.9,1.8,2.1,84.1,23.0,1015.5,0.0,0.0,6.4,0.0,0
17.3,22.8,1.2,92.5,18.2,1009.7,0.0,0.0,9.5,0.0,0
16.6,0.6,1.5,86.6,16.2,1021.3,2.09,0.0,9.3,0.7,0
17.4,0.0,2.1,81.5,15.6,1006.4,16.82,0.0,3.1,2.7,0
18.0,0.0,0.9,83.4,16.7,1010.7,0.0,0.0,2.9,0.0,0
18.8,4.9,0.8,81.5,17.6,1011.5,4.94,0.0,10.0,1.0,0
14.9,1.8,4.4,61.5,10.8,1020.1,5.39,0.0,9.8,2.9,0
5.6,0.0,1.2,47.3,4.1,1018.6,0.0,0.0,0.0,0.0,0
13.1,0.0,2.5,58.0,8.6,1020.5,0.0,0.0,4.6,0.0,0
9.7,2.5,1.3,80.5,9.5,995.7,0.0,0.0,6.5,0.0,0
7.7,0.0,0.9,75.5,7.4,993.4,0.0,0.0,4.3,0.0,0
6.7,0.0,0.5,82.1,7.7,988.7,0.0,0.0,4.6,0.0,0
16.5,0.0,5.5,57.5,10.7,1020.3,12.7,0.0,3.3,3.6,0
9.2,0.0,0.8,76.0,8.3,1019.7,13.27,0.0,0.0,2.0,0
11.8,0.0,0.9,70.8,9.2,1019.8,15.61,0.0,5.9,2.4,0
10.7,0.0,1.1,74.4,9.1,1018.7,14.5,0.0,0.1,2.3,0
14.4,0.0,2.5,56.3,8.9,1019.2,14.86,0.0,4.5,3.1,0
17.6,0.0,1.7,55.1,11.0,1013.2,0.0,0.0,1.4,0.0,0
10.0,0.0,0.7,67.3,7.6,1010.0,15.06,0.0,0.0,0.0,0
12.5,0.0,1.1,74.6,10.1,1018.7,0.0,0.0,2.8,0.0,0
12.4,0.0,0.4,79.6,11.1,1017.4,0.0,0.0,7.8,0.0,0
13.1,0.0,1.9,68.9,9.9,1018.5,0.0,0.0,1.0,0.0,0
9.5,0.0,0.5,91.6,10.8,1020.8,8.76,0.0,5.4,0.0,0
10.1,0.0,0.9,77.5,9.1,1008.1,0.0,0.0,3.0,0.0,0
17.1,0.0,1.2,64.3,12.5,1013.5,0.0,0.0,2.4,0.0,0
12.0,0.0,1.2,74.0,9.8,1017.9,11.36,0.0,3.8,2.2,0
13.6,0.0,1.8,72.3,10.9,1016.7,0.0,0.0,3.0,0.0,0
12.2,31.1,4.0,69.4,10.0,1013.3,0.0,0.0,9.8,0.0,0
4.9,8.2,1.0,93.6,8.1,1001.5,0.0,0.0,9.4,0.0,0
9.6,3.9,2.8,71.5,8.5,1001.7,5.57,0.0,5.3,1.1,0
8.9,0.0,1.8,57.4,6.4,1000.7,0.0,0.0,3.4,0.0,0
3.2,0.0,2.2,52.5,3.8,991.5,0.0,0.0,0.1,0.0,0
11.1,0.0,3.3,63.4,8.2,1011.8,14.15,0.0,2.3,2.8,0
9.8,0.0,0.8,93.6,11.3,1018.9,0.0,0.0,6.0,0.0,0
12.0,0.0,0.6,83.1,11.6,1011.6,0.0,0.0,9.0,0.0,0
8.4,0.0,4.1,52.9,6.0,1012.4,9.72,0.0,6.4,2.5,0
10.0,0.0,1.1,62.7,7.6,1017.3,0.0,0.0,1.3,0.0,0
0.8,0.0,0.4,70.0,4.2,1023.4,0.0,0.0,0.0,0.0,0
4.5,22.2,3.1,80.8,6.9,996.9,0.0,0.0,8.1,0.0,0
8.0,1.0,7.7,63.8,6.8,1020.9,2.5,0.0,9.4,1.6,0
3.3,0.0,1.2,70.0,5.4,1016.4,8.46,0.0,5.5,1.3,0
4.9,0.0,1.2,56.8,4.8,1014.5,0.0,0.0,3.6,0.0,0
5.3,0.0,1.2,55.9,4.9,1020.6,0.0,0.0,1.0,0.0,0
0.4,0.0,0.6,55.8,3.3,1015.5,10.54,0.0,0.1,1.3,0
11.5,0.0,3.5,65.0,8.7,1025.6,10.8,0.0,0.8,2.4,0
10.3,0.0,4.1,71.4,8.9,1021.9,11.52,0.0,0.5,2.0,0
3.2,0.0,0.4,84.1,6.4,990.2,0.0,0.0,6.6,0.0,0
4.2,1.8,0.7,92.1,7.6,1022.5,1.57,0.0,7.5,0.3,0
8.5,0.0,1.8,55.8,6.3,1017.3,0.0,0.0,4.6,0.0,0
7.2,0.0,0.8,74.1,7.5,1017.2,0.0,0.0,8.1,0.0,0
0.5,0.0,6.6,37.6,2.6,1014.7,10.34,0.0,2.8,2.7,0
7.9,0.0,0.6,48.5,5.0,1010.7,11.19,0.0,0.0,1.9,0
-2.5,0.0,2.9,34.5,1.8,1019.9,0.0,0.0,0.0,0.0,0
-4.2,0.0,1.3,70.5,3.2,1002.8,0.0,0.0,3.8,0.0,0
-6.4,0.0,2.4,38.4,1.4,1015.9,10.53,0.0,0.0,1.3,0
-5.1,0.0,0.7,56.8,2.3,1013.9,6.76,0.0,5.9,0.7,0
-3.0,0.1,2.0,49.3,2.5,975.0,0.0,0.0,0.0,0.0,0
1.3,0.0,1.0,65.1,4.2,1028.8,13.71,0.0,1.9,1.7,0
1.5,0.0,1.6,67.6,4.7,1022.8,10.22,0.0,4.5,1.2,0
-5.2,0.0,2.7,36.8,1.5,1015.5,0.0,0.0,0.0,0.0,0
14.4,24.6,1.7,88.3,14.4,1003.1,1.5,0.0,9.9,0.5,0
11.3,0.3,1.9,86.6,11.5,1006.1,4.14,0.0,9.0,1.0,0
9.2,0.0,5.0,90.3,10.4,1006.0,21.89,0.0,1.4,2.3,0
7.2,9.8,3.0,88.3,8.9,1017.5,0.0,0.0,10.0,0.0,0
4.0,6.6,3.7,80.1,6.5,982.0,4.69,0.0,8.6,0.8,0
4.6,11.9,4.5,82.1,7.0,1004.8,3.25,0.0,9.5,0.8,0
4.3,0.0,2.3,73.5,6.0,1014.0,8.12,0.0,9.3,1.2,0
7.5,0.0,1.2,57.1,5.8,1018.6,0.0,0.0,8.3,0.0,0
12.3,7.1,2.0,61.9,8.9,1015.9,11.32,0.0,8.1,2.4,0
15.1,6.0,3.0,79.5,13.5,1002.4,8.43,0.0,8.1,2.0,0
14.8,0.0,1.7,57.0,9.5,1013.7,18.64,0.0,6.1,3.6,0
11.4,0.0,2.1,69.4,9.3,1015.4,8.62,0.0,9.3,1.9,0
7.9,23.3,1.4,90.0,9.6,1010.9,2.29,0.0,10.0,0.5,0
10.2,11.5,2.6,86.4,10.6,1014.6,7.42,0.0,9.0,1.4,0
15.5,0.0,6.9,80.8,14.0,1005.6,23.83,0.0,6.8,3.7,0
12.7,17.1,3.1,75.6,10.9,1004.6,10.1,0.0,9.5,2.1,0
11.3,0.0,1.5,67.8,8.8,985.6,0.0,0.0,9.1,0.0,0
14.9,0.0,2.6,78.6,13.1,1007.1,14.05,0.0,9.1,2.4,0
17.6,0.0,1.0,64.6,12.6,967.8,0.0,0.0,8.0,0.0,0
18.8,0.1,1.0,78.4,17.1,1001.6,0.0,0.0,7.0,0.0,0
20.6,0.0,1.8,79.8,19.0,996.7,0.0,0.0,3.9,0.0,0
20.6,0.0,2.7,54.5,12.9,997.3,17.34,0.0,6.4,4.1,0
18.4,0.6,1.2,78.8,16.3,982.5,0.0,0.0,6.9,0.0,0
19.2,0.0,2.7,76.3,16.6,1009.6,0.0,0.0,4.9,0.0,0
19.8,0.0,1.1,69.3,15.0,975.0,0.0,0.0,5.0,0.0,0
22.6,0.0,1.8,70.6,19.0,1001.8,21.27,0.0,7.5,4.6,0
21.9,0.0,2.6,78.0,20.2,1009.9,0.0,0.0,6.4,0.0,0
19.0,20.3,1.3,82.3,17.8,996.1,0.0,0.0,7.4,0.0,0
15.5,1.6,3.6,88.3,15.5,920.9,22.04,0.0,5.5,3.1,0
21.4,0.0,1.2,87.3,22.0,990.5,25.64,0.0,5.3,4.1,0
23.1,0.0,1.2,83.8,23.5,1004.6,0.0,0.0,5.8,0.0,0
23.9,1.0,0.9,93.0,27.5,1002.0,0.0,0.0,8.6,0.0,0
28.0,0.0,1.5,64.9,23.7,1005.6,0.0,0.0,3.6,0.0,0
26.2,0.0,3.2,79.3,26.8,994.1,0.0,0.0,7.3,0.0,0
25.1,21.7,2.4,74.8,23.5,988.4,23.33,0.0,5.6,4.4,0
24.4,16.5,1.7,95.0,28.9,1002.4,0.0,0.0,9.5,0.0,0
25.8,0.0,1.6,79.8,26.0,984.4,0.0,0.0,7.4,0.0,0
28.6,1.5,2.0,69.5,27.0,1000.6,11.68,0.0,9.8,3.5,0
24.6,21.8,1.8,94.3,29.0,1003.6,0.0,0.0,7.1,0.0,0
28.0,1.1,2.3,70.5,26.5,990.7,14.43,0.0,8.5,3.3,0
27.7,5.3,1.6,73.8,26.8,1011.0,0.0,0.0,5.0,0.0,0
26.8,0.0,2.0,74.0,25.1,1009.3,0.0,0.0,1.6,0.0,0
26.9,0.0,0.6,69.5,23.5,974.6,0.0,0.0,5.4,0.0,0
27.2,0.0,1.0,81.9,28.8,994.9,25.78,0.0,7.1,4.8,0
28.5,2.9,2.3,81.4,31.1,1002.5,18.73,0.0,7.5,3.9,0
28.3,2.1,1.4,80.5,30.3,1001.2,0.0,0.0,8.0,0.0,0
26.3,3.3,1.2,76.9,25.9,968.3,0.0,0.0,7.8,0.0,0
25.8,0.6,0.7,86.5,28.4,979.9,0.0,0.0,7.6,0.0,0
26.8,0.0,1.5,81.1,28.3,1002.6,0.0,0.0,5.9,0.0,0
27.0,13.6,1.5,83.8,29.6,1001.3,17.7,0.0,7.0,3.4,0
25.0,0.0,0.9,76.3,23.9,981.4,0.0,0.0,8.0,0.0,0
26.1,4.0,2.1,79.0,26.6,996.8,6.14,0.0,10.0,1.6,0
26.1,8.7,3.2,84.9,28.5,995.6,21.55,0.0,6.1,3.9,0
23.9,22.2,1.4,84.5,24.9,996.3,24.34,0.0,7.5,4.4,0
26.8,0.0,1.9,71.0,24.1,992.6,21.88,0.0,4.6,4.7,0
25.8,0.3,1.0,83.4,27.4,997.3,11.22,0.0,9.8,2.0,0
24.5,0.0,0.8,76.9,23.3,982.9,10.24,0.0,7.1,2.1,0
25.8,1.4,1.2,77.1,24.8,976.7,0.0,0.0,5.6,0.0,0
27.4,0.0,1.1,74.0,26.6,994.3,24.06,0.0,7.4,4.0,0
24.2,1.2,3.1,84.3,25.3,996.2,3.79,0.0,7.9,0.0,0
26.0,0.1,1.5,71.5,23.7,998.8,18.86,0.0,6.4,3.8,0
22.5,21.1,0.9,90.9,24.6,975.4,0.0,0.0,8.3,0.0,0
25.1,23.4,3.6,89.8,28.3,995.1,21.5,0.0,5.5,3.9,0
25.5,0.0,1.0,78.8,25.0,985.9,0.0,0.0,3.1,0.0,0
27.7,0.0,0.8,75.4,27.2,999.2,0.0,0.0,2.6,0.0,0
26.6,0.0,1.2,88.5,30.5,1004.8,0.0,0.0,6.6,0.0,0
29.8,1.3,1.2,73.9,30.1,1008.6,0.0,0.0,3.6,0.0,0
27.9,0.8,2.4,78.4,29.4,1005.3,7.05,0.0,8.1,1.7,0
26.1,17.4,1.4,93.0,31.3,1003.6,0.0,0.0,9.8,0.0,0
27.5,65.9,1.1,88.0,31.9,992.6,13.93,0.0,7.9,2.6,0
25.9,24.1,1.0,91.0,30.3,986.2,0.0,0.0,9.0,0.0,0
28.0,0.0,1.1,81.9,30.2,1000.1,0.0,0.0,4.9,0.0,0
29.6,0.0,2.3,75.6,30.9,1008.4,21.07,0.0,4.4,4.5,0
28.7,0.0,1.7,75.3,29.3,990.9,23.17,0.0,4.3,4.5,0
29.2,0.0,1.8,86.1,34.7,1002.0,0.0,0.0,4.3,0.0,0
30.2,0.0,2.8,81.0,34.3,1006.8,22.88,0.0,4.6,5.2,0
27.6,0.0,8.3,80.6,29.7,980.3,7.17,0.0,8.8,3.1,0
28.0,18.3,3.5,89.0,33.6,1003.5,5.11,0.0,10.0,1.3,0
25.1,31.4,0.7,90.1,28.7,991.3,4.35,0.0,10.0,0.8,0
26.9,1.0,1.3,91.8,32.3,996.7,2.93,0.0,9.8,0.9,0
27.7,0.3,0.9,84.4,30.5,990.8,0.0,0.0,5.0,0.0,0
28.3,23.3,0.9,87.8,33.3,1000.4,15.63,0.0,8.9,3.2,0
29.0,0.0,2.2,85.0,33.5,1007.9,21.56,0.0,6.4,4.2,0
26.1,1.6,7.8,86.5,29.1,975.7,14.37,0.0,8.9,3.1,0
25.0,0.0,2.7,79.9,25.1,995.7,25.95,0.0,4.0,4.6,0
24.7,4.0,2.2,93.0,28.8,998.8,8.97,0.0,8.6,1.9,0
23.0,0.0,1.3,86.8,23.8,983.6,0.0,0.0,8.3,0.0,0
25.9,0.0,0.5,79.8,26.5,998.5,0.0,0.0,8.1,0.0,0
25.1,27.1,0.4,95.4,30.2,987.8,0.0,0.0,6.6,0.0,0
25.7,0.0,1.5,63.9,20.3,990.6,25.93,0.0,2.8,5.4,0
26.1,0.0,0.8,76.6,25.6,993.3,22.01,0.0,5.1,3.6,0
25.3,7.1,1.1,89.5,28.7,999.0,2.39,0.0,10.0,0.7,0
21.0,0.1,1.1,87.1,21.4,985.3,0.0,0.0,7.9,0.0,0
23.9,0.0,1.6,73.6,21.6,1003.8,21.44,0.0,6.8,3.9,0
23.4,0.0,1.4,66.9,19.1,1001.3,0.0,0.0,4.1,0.0,0
20.6,0.0,1.3,72.1,16.8,1000.7,0.0,0.0,4.6,0.0,0
23.3,0.0,2.6,59.4,16.7,1013.9,20.56,0.0,5.9,4.5,0
18.0,3.2,0.9,91.9,18.9,992.3,0.0,0.0,8.5,0.0,0
21.4,40.2,1.1,89.3,22.6,1011.5,2.67,0.0,10.0,0.7,0
20.7,6.3,0.5,85.3,20.6,991.5,6.57,0.0,8.3,1.2,0
21.5,0.8,0.4,86.1,21.8,1010.1,0.0,0.0,8.5,0.0,0
21.0,0.2,1.2,90.0,22.2,1014.3,0.0,0.0,6.9,0.0,0
21.9,0.0,2.0,75.3,19.7,994.8,0.0,0.0,7.3,0.0,0
22.5,0.7,0.6,90.3,24.6,999.3,7.42,0.0,9.5,1.3,0
21.5,52.6,10.1,99.0,25.4,990.4,1.78,0.0,10.0,0.8,0
20.9,25.5,4.8,77.9,18.8,997.6,21.6,0.0,3.9,4.3,0
20.9,0.0,1.0,85.0,20.6,1013.1,22.09,0.0,3.4,3.9,0
23.0,0.0,1.0,73.9,19.9,1009.4,19.95,0.0,4.6,3.4,0
21.9,0.0,2.0,75.8,19.8,1012.5,23.68,0.0,4.4,0.0,0
19.8,0.0,0.6,80.5,18.3,1000.3,7.97,0.0,9.1,1.5,0
22.8,0.0,1.4,69.4,19.1,1010.7,9.67,0.0,8.9,1.9,0
22.4,2.2,0.8,86.6,23.3,1000.6,11.18,0.0,9.6,1.8,0
25.1,0.0,2.1,71.9,22.6,1008.2,10.27,0.0,9.8,3.0,0
24.6,0.4,3.2,52.4,16.2,1010.9,0.0,0.0,8.5,0.0,0
22.9,0.0,1.3,88.0,24.6,1006.4,7.62,0.0,7.4,1.5,0
25.5,0.3,0.6,83.0,26.2,998.1,0.0,0.0,6.8,0.0,0
26.5,0.0,1.9,75.9,25.8,997.4,0.0,0.0,9.5,0.0,0
22.2,0.0,1.8,72.6,19.4,987.0,12.56,0.0,6.0,0.0,0
18.0,0.0,0.7,71.1,14.1,1001.8,15.05,0.0,5.1,2.4,0
19.9,0.0,4.1,81.3,18.6,1007.4,9.59,0.0,9.0,1.9,0
18.5,0.0,2.1,85.5,17.9,1012.3,21.95,0.0,1.5,3.4,0
20.4,0.0,1.8,71.0,16.8,1003.5,12.51,0.0,4.6,2.3,0
18.1,0.0,0.6,76.0,15.0,998.9,18.09,0.0,3.6,3.1,0
20.8,0.0,0.9,77.3,18.2,1006.2,0.0,0.0,0.1,0.0,0
18.5,109.5,1.0,98.6,21.2,994.1,2.46,0.0,7.9,0.5,0
16.7,6.2,1.1,87.4,16.8,1010.4,7.22,0.0,9.3,1.2,0
17.8,0.0,0.8,76.3,15.6,1013.1,8.54,0.0,8.3,1.4,0
15.8,0.0,2.1,76.6,13.6,1008.9,7.74,0.0,8.9,1.6,0
15.8,0.0,0.8,68.0,12.0,1013.7,0.0,0.0,8.5,0.0,0
10.9,0.0,1.7,80.9,10.2,985.9,0.0,0.0,7.6,0.0,0
8.4,5.1,1.6,88.6,9.7,929.0,8.52,0.0,9.4,1.4,0
11.4,0.0,3.9,50.0,6.7,1005.2,0.0,0.0,2.8,0.0,0
14.2,0.0,2.8,54.0,8.6,1019.6,19.29,0.0,1.3,3.4,0
12.3,0.0,0.4,78.3,10.8,1023.0,0.0,0.0,0.0,0.0,0
15.9,0.0,2.5,72.0,12.7,1021.2,0.0,0.0,1.5,0.0,0
14.7,0.0,0.6,78.4,12.6,1016.7,0.0,0.0,4.5,0.0,0
16.5,0.0,0.5,84.5,15.3,1009.1,0.0,0.0,6.0,0.0,0
12.1,0.0,1.6,74.1,10.0,1003.5,0.0,0.0,2.4,0.0,0
4.1,2.1,1.9,84.5,6.8,936.8,0.0,0.0,4.0,0.0,0
17.3,0.0,4.5,68.5,13.5,1020.1,0.0,0.0,3.4,0.0,0
17.1,0.0,1.4,63.4,12.4,1018.8,0.0,0.0,1.9,0.0,0
12.0,13.1,4.4,77.9,11.0,1015.0,0.0,0.0,9.3,0.0,0
9.2,0.0,1.0,72.9,8.4,1010.8,0.0,0.0,5.0,0.0,0
8.1,0.0,1.2,70.8,7.2,992.9,0.0,0.0,2.1,0.0,0
12.1,0.0,1.6,52.0,7.4,996.2,13.71,0.0,3.6,2.9,0
5.1,0.0,0.5,80.6,6.7,994.7,0.0,0.0,0.3,0.0,0
12.8,0.0,0.5,80.3,11.5,1019.9,8.68,0.0,4.6,1.3,0
10.0,0.4,0.8,90.6,11.0,1017.6,3.36,0.0,9.6,0.6,0
8.6,0.0,2.0,65.3,6.9,1000.8,0.0,0.0,4.0,0.0,0
9.0,7.3,2.0,65.1,8.2,1001.7,3.54,0.0,9.6,1.6,0
2.7,0.0,1.0,74.3,5.5,997.2,0.0,0.0,8.1,0.0,0
2.6,0.0,0.5,78.3,5.7,1001.6,0.0,0.0,3.4,0.0,0
6.8,0.0,2.9,56.8,5.6,1017.1,0.0,0.0,5.1,0.0,0
6.1,0.6,3.8,57.5,5.4,1012.0,4.05,0.0,6.0,1.5,0
-9.8,0.4,0.7,74.9,2.2,1021.0,10.78,1.7,5.6,0.6,0
-3.3,6.6,0.9,80.5,3.9,975.1,0.0,0.0,7.6,0.0,0
-7.8,0.0,4.4,66.1,2.3,1006.3,9.91,0.0,1.3,0.8,0
-4.8,7.5,3.5,81.8,3.5,1007.3,2.21,0.0,7.8,0.4,0
-3.2,0.0,4.0,44.3,2.1,1016.7,11.34,0.0,1.1,1.7,0
5.3,0.7,2.8,52.6,4.6,1014.0,0.0,0.0,1.0,0.0,0
5.8,0.3,2.2,94.3,8.7,1010.1,1.52,0.0,8.0,0.4,0
1.4,26.1,1.1,95.8,6.5,1014.6,1.77,0.0,8.8,0.3,0
-0.6,0.0,1.1,70.1,4.1,1012.1,12.33,0.4,3.9,1.4,0
-7.5,0.0,0.6,84.3,3.0,1008.1,5.3,0.0,7.0,0.4,0
-5.1,0.0,0.6,84.4,3.5,1015.0,9.21,0.6,4.6,0.8,0
-1.6,0.0,0.6,75.4,4.0,993.7,0.0,0.0,5.6,0.0,0
4.1,0.0,2.2,44.8,3.8,1019.7,0.0,0.0,1.4,0.0,0
5.0,0.0,3.7,57.6,5.0,1023.4,13.42,0.0,5.8,2.0,0
1.0,0.0,0.6,90.0,5.9,1002.4,0.0,0.0,5.1,0.0,0
9.0,8.3,3.8,85.0,9.7,1015.1,3.79,0.0,10.0,1.0,0
1.1,0.0,1.5,71.1,4.6,1027.8,9.76,0.0,5.5,1.2,0
7.4,0.6,0.7,86.1,8.9,1014.4,0.0,0.0,9.1,0.0,0
16.2,19.6,1.4,93.1,17.0,995.6,4.11,0.0,9.6,0.7,0
13.6,34.2,3.2,94.5,14.9,1002.6,2.76,0.0,10.0,0.6,0
9.2,3.5,1.6,89.1,10.3,990.8,0.0,0.0,8.3,0.0,0
7.3,0.0,2.6,69.0,7.0,1013.0,23.42,0.0,1.0,3.3,0
8.8,0.0,4.7,66.0,7.5,1016.7,24.81,0.0,0.6,3.2,0
11.9,1.9,1.0,90.1,12.5,994.3,0.0,0.0,8.0,0.0,0
11.3,7.8,0.8,93.9,12.5,1001.7,7.93,0.0,8.8,1.3,0
11.1,0.0,5.9,54.9,7.3,988.0,22.22,0.0,3.3,3.8,0
8.8,0.2,1.0,82.3,9.2,1006.1,0.0,0.0,9.3,0.0,0
14.0,3.9,3.7,80.9,13.2,1003.2,3.3,0.0,9.0,1.3,0
14.2,0.0,3.1,51.1,7.5,993.3,28.04,0.0,0.8,5.8,0
14.6,0.0,2.5,57.0,8.8,1006.7,26.8,0.0,3.0,5.2,0
14.1,14.7,2.7,94.6,15.5,918.4,5.51,0.0,9.8,0.8,0
9.1,48.4,2.7,89.6,10.4,1011.8,0.0,0.0,8.6,0.0,0
11.5,5.6,5.4,99.0,13.4,1001.1,5.21,0.0,7.5,0.9,0
13.2,0.0,1.7,63.5,8.9,1000.8,0.0,0.0,4.8,0.0,0
16.2,0.0,1.9,54.5,8.8,995.0,0.0,0.0,1.5,0.0,0
17.5,0.0,1.1,72.4,13.5,1000.5,25.74,0.0,4.4,4.5,0
14.3,5.2,0.7,88.5,14.4,1009.3,4.89,0.0,7.4,1.2,0
16.7,0.0,0.4,60.5,10.9,1008.1,0.0,0.0,0.8,0.0,0
17.4,3.7,0.8,88.6,17.5,981.0,0.0,0.0,9.5,0.0,0
17.7,0.0,1.4,75.0,14.8,985.5,0.0,0.0,6.4,0.0,0
17.4,0.0,2.4,84.5,16.4,1005.5,0.0,0.0,6.4,0.0,0
18.1,0.2,2.3,64.3,12.8,991.3,24.5,0.0,8.0,4.3,0
21.7,0.4,4.5,95.0,24.6,1012.0,0.0,0.0,8.9,0.0,0
19.1,49.4,0.7,91.9,20.3,987.1,4.0,0.0,9.4,0.9,0
22.4,0.2,1.8,81.1,21.7,994.7,0.0,0.0,6.3,0.0,0
20.3,0.0,1.0,62.3,14.2,999.7,29.89,0.0,3.9,4.9,0
22.4,0.0,1.0,63.9,16.9,998.3,18.45,0.0,8.6,3.5,0
21.5,0.0,1.4,75.6,18.8,982.6,0.0,0.0,4.9,0.0,0
19.2,0.0,1.7,56.3,11.6,975.1,0.0,0.0,4.8,0.0,0
19.6,0.0,1.9,59.9,13.1,975.4,0.0,0.0,4.8,0.0,0
21.8,0.0,1.4,59.5,15.3,1000.4,26.38,0.0,4.1,4.7,0
21.6,0.0,3.9,64.8,16.6,1001.2,24.29,0.0,6.4,4.6,0
21.1,0.0,1.3,74.3,18.0,976.5,23.86,0.0,8.0,4.3,0
24.2,0.0,1.5,63.5,18.1,990.1,27.69,0.0,4.1,5.4,0
22.1,0.0,4.8,83.3,21.8,996.8,29.11,0.0,4.6,4.8,0
22.5,0.0,2.0,85.5,23.1,1006.4,16.68,0.0,6.1,3.0,0
24.6,0.0,1.4,66.0,18.9,1011.1,26.62,0.0,3.4,5.9,0
24.1,0.0,1.2,66.5,18.6,989.2,0.0,0.0,2.9,0.0,0
18.9,38.5,1.6,93.4,20.3,998.0,0.0,0.0,8.3,0.0,0
21.0,0.0,1.4,74.8,18.2,994.9,18.1,0.0,6.8,3.1,0
23.1,0.0,2.5,69.4,19.4,1002.2,26.04,0.0,3.8,4.4,0
20.6,0.0,1.0,82.1,19.8,1006.2,29.08,0.0,1.3,4.6,0
21.0,61.6,1.0,93.0,23.0,1008.1,0.0,0.0,9.6,0.0,0
23.0,0.2,8.5,99.8,27.9,1001.5,7.47,0.0,9.0,1.0,0
28.3,7.7,3.1,68.4,25.5,1007.9,24.83,0.0,7.4,5.7,0
25.6,4.8,2.4,72.0,23.2,1002.3,0.0,0.0,6.9,0.0,0
24.9,5.0,1.9,96.3,30.2,998.8,5.89,0.0,9.4,1.0,0
26.1,0.6,1.0,88.5,29.6,991.9,0.0,0.0,7.4,0.0,0
23.2,0.0,1.9,84.4,23.8,1002.9,0.0,0.0,3.9,0.0,0
27.1,0.0,1.2,78.5,27.3,994.1,23.82,0.0,7.1,4.6,0
26.9,0.0,1.3,88.4,31.0,989.0,21.59,0.0,7.3,3.6,0
23.8,9.8,1.2,87.3,25.5,999.1,8.77,0.0,9.4,1.6,0
24.3,13.2,2.1,75.9,22.9,978.6,18.53,0.0,6.1,3.8,0
25.4,0.0,3.2,81.3,26.1,998.2,26.24,0.0,6.9,4.8,0
27.1,0.0,1.8,55.5,19.6,999.4,12.94,0.0,7.1,3.3,0
24.6,0.0,1.9,81.8,25.3,994.3,12.9,0.0,8.0,2.5,0
24.7,47.5,2.0,86.4,26.7,992.5,8.07,0.0,8.8,1.4,0
26.9,0.1,1.7,75.3,26.2,990.6,23.29,0.0,6.6,4.7,0
23.3,22.6,0.9,94.3,27.8,980.8,0.0,0.0,9.0,0.0,0
25.3,0.0,1.0,82.0,26.0,982.0,17.24,0.0,7.4,3.1,0
23.4,15.6,0.2,91.9,26.3,970.6,0.0,0.0,10.0,0.0,0
25.7,54.8,2.9,87.9,28.9,999.5,1.5,0.0,10.0,1.0,0
24.0,31.3,1.8,91.5,27.2,982.7,0.0,0.0,10.0,0.0,0
